census_id_pid6,census_id,geoid,muniname,statefips,state_abbv,statename,countyfips,countyname,placecity,lat,long
183689,02200100400000,0280770,CITY OF UNALASKA,02,AK,ALASKA,016,ALEUTIANS WEST CENSUS AREA,80770,53.910255,-166.529029
194463,02200200100000,0203000,MUNICIPALITY OF ANCHORAGE,02,AK,ALASKA,020,ANCHORAGE MUNICIPALITY,03000,61.17425,-149.284329
122700,02200300200000,0200870,CITY OF AKIAK,02,AK,ALASKA,050,BETHEL CENSUS AREA,00870,60.912838,-161.216225
122701,02200300400000,0203550,CITY OF ANIAK,02,AK,ALASKA,050,BETHEL CENSUS AREA,03550,61.578825,-159.547427
160746,02200300600000,0206520,CITY OF BETHEL,02,AK,ALASKA,050,BETHEL CENSUS AREA,06520,60.793868,-161.796066
160747,02200300700000,0212680,CITY OF CHEFORNAK,02,AK,ALASKA,050,BETHEL CENSUS AREA,12680,60.151941,-164.252067
122702,02200300800000,0214330,CITY OF CHUATHBALUK,02,AK,ALASKA,050,BETHEL CENSUS AREA,14330,61.573909,-159.247015
100214,02200300900000,0221040,CITY OF EEK,02,AK,ALASKA,050,BETHEL CENSUS AREA,21040,60.216265,-162.041999
160748,02200301000000,0229290,CITY OF GOODNEWS BAY,02,AK,ALASKA,050,BETHEL CENSUS AREA,29290,59.127165,-161.575325
160749,02200301100000,0242380,CITY OF KWETHLUK,02,AK,ALASKA,050,BETHEL CENSUS AREA,42380,60.79333,-161.430966
122703,02200301200000,0245460,CITY OF LOWER KALSKAG,02,AK,ALASKA,050,BETHEL CENSUS AREA,45460,61.513975,-160.358929
184336,02200301300000,0247990,CITY OF MEKORYUK,02,AK,ALASKA,050,BETHEL CENSUS AREA,47990,60.370272,-166.267711
160750,02200301400000,0252390,CITY OF NAPAKIAK,02,AK,ALASKA,050,BETHEL CENSUS AREA,52390,60.690541,-161.985573
160751,02200301500000,0252720,CITY OF NAPASKIAK,02,AK,ALASKA,050,BETHEL CENSUS AREA,52720,60.702782,-161.753782
160752,02200301700000,0253930,CITY OF NIGHTMUTE,02,AK,ALASKA,050,BETHEL CENSUS AREA,53930,60.462401,-164.83464
100212,02200300300000,0256680,CITY OF NUNAPITCHUK,02,AK,ALASKA,050,BETHEL CENSUS AREA,56680,60.881767,-162.464564
160753,02200301800000,0261080,CITY OF PLATINUM,02,AK,ALASKA,050,BETHEL CENSUS AREA,61080,58.952583,-161.747032
122705,02200301900000,0264600,CITY OF QUINHAGAK,02,AK,ALASKA,050,BETHEL CENSUS AREA,64600,59.751279,-161.897243
160754,02200302000000,0278240,CITY OF TOKSOOK BAY,02,AK,ALASKA,050,BETHEL CENSUS AREA,78240,60.528046,-165.106204
189579,02200302300000,0281320,CITY OF UPPER KALSKAG,02,AK,ALASKA,050,BETHEL CENSUS AREA,81320,61.53957,-160.3492
100228,02202000100000,0217410,CITY OF CORDOVA,02,AK,ALASKA,063,CHUGACH CENSUS AREA,17410,60.530138,-145.642065
122726,02202000200000,0282200,CITY OF VALDEZ,02,AK,ALASKA,063,CHUGACH CENSUS AREA,82200,61.083621,-146.317179
160793,02202000300000,0284510,CITY OF WHITTIER,02,AK,ALASKA,063,CHUGACH CENSUS AREA,84510,60.777318,-148.663713
191939,02202640100000,0203220,CITY OF ANDERSON,02,AK,ALASKA,068,DENALI BOROUGH,03220,64.308281,-149.163187
122707,02200500100000,0201420,CITY OF ALEKNAGIK,02,AK,ALASKA,070,DILLINGHAM CENSUS AREA,01420,59.288961,-158.664343
160756,02200500200000,0215430,CITY OF CLARKS POINT,02,AK,ALASKA,070,DILLINGHAM CENSUS AREA,15430,58.832992,-158.527347
183690,02200500300000,0218950,CITY OF DILLINGHAM,02,AK,ALASKA,070,DILLINGHAM CENSUS AREA,18950,59.060467,-158.532251
122708,02200500400000,0221810,CITY OF EKWOK,02,AK,ALASKA,070,DILLINGHAM CENSUS AREA,21810,59.345782,-157.487023
160757,02200500500000,0246890,CITY OF MANOKOTAK,02,AK,ALASKA,070,DILLINGHAM CENSUS AREA,46890,58.727293,-158.906445
100215,02200500700000,0253710,CITY OF NEW STUYAHOK,02,AK,ALASKA,070,DILLINGHAM CENSUS AREA,53710,59.484987,-157.309184
122710,02200501000000,0277690,CITY OF TOGIAK,02,AK,ALASKA,070,DILLINGHAM CENSUS AREA,77690,59.052942,-160.396855
100216,02200600100000,0224230,CITY OF FAIRBANKS,02,AK,ALASKA,090,FAIRBANKS NORTH STAR BOROUGH,24230,64.836531,-147.651745
122711,02200600200000,0255910,CITY OF NORTH POLE,02,AK,ALASKA,090,FAIRBANKS NORTH STAR BOROUGH,55910,64.752728,-147.362655
160788,02201800100000,0203440,CITY OF ANGOON,02,AK,ALASKA,105,HOONAH-ANGOON CENSUS AREA,03440,57.441257,-134.478357
215331,02201800700000,0230940,CITY OF GUSTAVUS,02,AK,ALASKA,105,HOONAH-ANGOON CENSUS AREA,30940,58.434657,-135.728152
100227,02201800200000,0233360,CITY OF HOONAH,02,AK,ALASKA,105,HOONAH-ANGOON CENSUS AREA,33360,58.12201,-135.431474
203926,02201800300000,0259650,CITY OF PELICAN,02,AK,ALASKA,105,HOONAH-ANGOON CENSUS AREA,59650,57.959229,-136.215066
160790,02201800500000,0276260,CITY OF TENAKEE SPRINGS,02,AK,ALASKA,105,HOONAH-ANGOON CENSUS AREA,76260,57.790054,-135.135446
160762,02200800100000,0236400,CITY AND BOROUGH OF JUNEAU,02,AK,ALASKA,110,JUNEAU CITY AND BOROUGH,36400,58.37291,-134.178445
160763,02200900100000,0233140,CITY OF HOMER,02,AK,ALASKA,122,KENAI PENINSULA BOROUGH,33140,59.647503,-151.513095
122712,02200900200000,0236540,CITY OF KACHEMAK,02,AK,ALASKA,122,KENAI PENINSULA BOROUGH,36540,59.674535,-151.436347
194907,02200900300000,0238420,CITY OF KENAI,02,AK,ALASKA,122,KENAI PENINSULA BOROUGH,38420,60.56224,-151.20806
194908,02200900400000,0268340,CITY OF SELDOVIA,02,AK,ALASKA,122,KENAI PENINSULA BOROUGH,68340,59.43948,-151.710387
189580,02200900500000,0268560,CITY OF SEWARD,02,AK,ALASKA,122,KENAI PENINSULA BOROUGH,68560,60.124786,-149.391581
160764,02200900600000,0271640,CITY OF SOLDOTNA,02,AK,ALASKA,122,KENAI PENINSULA BOROUGH,71640,60.485318,-151.069014
160765,02201000100000,0238970,CITY OF KETCHIKAN,02,AK,ALASKA,130,KETCHIKAN-GATEWAY BOROUGH,38970,55.357145,-131.674552
100218,02201000200000,0267570,CITY OF SAXMAN,02,AK,ALASKA,130,KETCHIKAN-GATEWAY BOROUGH,67570,55.323165,-131.58915
160771,02201200100000,0200650,CITY OF AKHIOK,02,AK,ALASKA,150,KODIAK ISLAND BOROUGH,00650,56.948329,-154.215306
122716,02201200200000,0240950,CITY OF KODIAK,02,AK,ALASKA,150,KODIAK ISLAND BOROUGH,40950,57.791192,-152.419712
100220,02201200300000,0243040,CITY OF LARSEN BAY,02,AK,ALASKA,150,KODIAK ISLAND BOROUGH,43040,57.529893,-154.001155
160772,02201200400000,0257340,CITY OF OLD HARBOR,02,AK,ALASKA,150,KODIAK ISLAND BOROUGH,57340,57.218798,-153.329674
122717,02201200500000,0258550,CITY OF OUZINKIE,02,AK,ALASKA,150,KODIAK ISLAND BOROUGH,58550,57.92466,-152.462388
160773,02201200600000,0263610,CITY OF PORT LIONS,02,AK,ALASKA,150,KODIAK ISLAND BOROUGH,63610,57.867012,-152.856248
160794,02202100100000,0201200,CITY OF ALAKANUK,02,AK,ALASKA,158,KUSILVAK CENSUS AREA,01200,62.710997,-164.649719
122727,02202100200000,0213230,CITY OF CHEVAK,02,AK,ALASKA,158,KUSILVAK CENSUS AREA,13230,61.52956,-165.594126
100229,02202100300000,0222910,CITY OF EMMONAK,02,AK,ALASKA,158,KUSILVAK CENSUS AREA,22910,62.77559,-164.50929
160795,02202100500000,0233470,CITY OF HOOPER BAY,02,AK,ALASKA,158,KUSILVAK CENSUS AREA,33470,61.509167,-166.111471
160796,02202100600000,0241720,CITY OF KOTLIK,02,AK,ALASKA,158,KUSILVAK CENSUS AREA,41720,63.02919,-163.536654
137160,02202100400000,0247000,CITY OF MARSHALL,02,AK,ALASKA,158,KUSILVAK CENSUS AREA,47000,61.871555,-162.06087
201327,02202100700000,0251180,CITY OF MOUNTAIN VILLAGE,02,AK,ALASKA,158,KUSILVAK CENSUS AREA,51180,62.091906,-163.695257
137161,02202101200000,0256600,CITY OF NUNAM IQUA,02,AK,ALASKA,158,KUSILVAK CENSUS AREA,56600,62.506887,-164.900554
122728,02202100800000,0260750,CITY OF PILOT STATION,02,AK,ALASKA,158,KUSILVAK CENSUS AREA,60750,61.948167,-162.872648
160797,02202100900000,0265700,CITY OF RUSSIAN MISSION,02,AK,ALASKA,158,KUSILVAK CENSUS AREA,65700,61.778662,-161.362907
160798,02202101000000,0266140,CITY OF SAINT MARYS,02,AK,ALASKA,158,KUSILVAK CENSUS AREA,66140,62.062775,-163.244257
203927,02202101100000,0267680,CITY OF SCAMMON BAY,02,AK,ALASKA,158,KUSILVAK CENSUS AREA,67680,61.841929,-165.583279
160809,02202500100000,0213550,CITY OF CHIGNIK,02,AK,ALASKA,164,LAKE AND PENINSULA BOROUGH,13550,56.29518,-158.391784
203929,02202520200000,0221150,CITY OF EGEGIK,02,AK,ALASKA,164,LAKE AND PENINSULA BOROUGH,21150,58.205148,-157.521978
100234,02202500200000,0253270,CITY OF NEWHALEN,02,AK,ALASKA,164,LAKE AND PENINSULA BOROUGH,53270,59.737057,-154.902414
160810,02202500300000,0255030,CITY OF NONDALTON,02,AK,ALASKA,164,LAKE AND PENINSULA BOROUGH,55030,59.975246,-154.866046
189584,02202520100000,0260640,CITY OF PILOT POINT,02,AK,ALASKA,164,LAKE AND PENINSULA BOROUGH,60640,57.541137,-157.722807
184340,02202500400000,0263390,CITY OF PORT HEIDEN,02,AK,ALASKA,164,LAKE AND PENINSULA BOROUGH,63390,56.965241,-158.586416
160774,02201300100000,0233800,CITY OF HOUSTON,02,AK,ALASKA,170,MATANUSKA-SUSITNA BOROUGH,33800,61.615303,-149.80061
193066,02201300200000,0258660,CITY OF PALMER,02,AK,ALASKA,170,MATANUSKA-SUSITNA BOROUGH,58660,61.597166,-149.114682
122718,02201300300000,0283080,CITY OF WASILLA,02,AK,ALASKA,170,MATANUSKA-SUSITNA BOROUGH,83080,61.581136,-149.46079
100221,02201400100000,0208740,CITY OF BREVIG MISSION,02,AK,ALASKA,180,NOME CENSUS AREA,08740,65.343196,-166.508946
160775,02201400200000,0219060,CITY OF DIOMEDE,02,AK,ALASKA,180,NOME CENSUS AREA,19060,65.753924,-168.922577
160776,02201400300000,0222250,CITY OF ELIM,02,AK,ALASKA,180,NOME CENSUS AREA,22250,64.618226,-162.27656
189581,02201400400000,0227640,CITY OF GAMBELL,02,AK,ALASKA,180,NOME CENSUS AREA,27640,63.775872,-171.714835
160777,02201400500000,0229180,CITY OF GOLOVIN,02,AK,ALASKA,180,NOME CENSUS AREA,29180,64.563902,-162.998943
100222,02201400600000,0241940,CITY OF KOYUK,02,AK,ALASKA,180,NOME CENSUS AREA,41940,64.941084,-161.145458
122719,02201400700000,0254920,CITY OF NOME,02,AK,ALASKA,180,NOME CENSUS AREA,54920,64.505741,-165.415287
160778,02201400800000,0266360,CITY OF SAINT MICHAEL,02,AK,ALASKA,180,NOME CENSUS AREA,66360,63.458499,-162.134486
160779,02201400900000,0267460,CITY OF SAVOONGA,02,AK,ALASKA,180,NOME CENSUS AREA,67460,63.679706,-170.483324
160780,02201401000000,0268890,CITY OF SHAKTOOLIK,02,AK,ALASKA,180,NOME CENSUS AREA,68890,64.354481,-161.193514
193067,02201401100000,0269770,CITY OF SHISHMAREF,02,AK,ALASKA,180,NOME CENSUS AREA,69770,66.232966,-166.12533
100223,02201401200000,0272960,CITY OF STEBBINS,02,AK,ALASKA,180,NOME CENSUS AREA,72960,63.473394,-162.259981
122720,02201401300000,0275930,CITY OF TELLER,02,AK,ALASKA,180,NOME CENSUS AREA,75930,65.252359,-166.352133
160781,02201401400000,0280660,CITY OF UNALAKLEET,02,AK,ALASKA,180,NOME CENSUS AREA,80660,63.894206,-160.796775
122721,02201401500000,0282860,CITY OF WALES,02,AK,ALASKA,180,NOME CENSUS AREA,82860,65.613232,-168.068313
207527,02201401600000,0284070,CITY OF WHITE MOUNTAIN,02,AK,ALASKA,180,NOME CENSUS AREA,84070,64.682359,-163.412753
211266,02201500100000,0202080,CITY OF ANAKTUVUK PASS,02,AK,ALASKA,185,NORTH SLOPE BOROUGH,02080,68.149752,-151.697066
160784,02201560100000,0204500,CITY OF ATQASUK,02,AK,ALASKA,185,NORTH SLOPE BOROUGH,04500,70.480786,-157.325459
160782,02201500300000,0236990,CITY OF KAKTOVIK,02,AK,ALASKA,185,NORTH SLOPE BOROUGH,36990,70.121452,-143.629435
160783,02201500400000,0256320,CITY OF NUIQSUT,02,AK,ALASKA,185,NORTH SLOPE BOROUGH,56320,70.213483,-150.989674
100224,02201500500000,0261630,CITY OF POINT HOPE,02,AK,ALASKA,185,NORTH SLOPE BOROUGH,61630,68.34421,-166.681159
122722,02201500200000,0281920,CITY OF UTQIAGVIK,02,AK,ALASKA,185,NORTH SLOPE BOROUGH,81920,71.253861,-156.798246
122723,02201500600000,0282750,CITY OF WAINWRIGHT,02,AK,ALASKA,185,NORTH SLOPE BOROUGH,82750,70.658232,-159.985214
122713,02201100100000,0201970,CITY OF AMBLER,02,AK,ALASKA,188,NORTHWEST ARCTIC BOROUGH,01970,67.090944,-157.887097
160766,02201100200000,0209600,CITY OF BUCKLAND,02,AK,ALASKA,188,NORTHWEST ARCTIC BOROUGH,09600,65.976489,-161.139436
160767,02201100300000,0218510,CITY OF DEERING,02,AK,ALASKA,188,NORTHWEST ARCTIC BOROUGH,18510,66.069488,-162.764572
184337,02201100400000,0239300,CITY OF KIANA,02,AK,ALASKA,188,NORTHWEST ARCTIC BOROUGH,39300,66.972586,-160.434364
122714,02201100500000,0239960,CITY OF KIVALINA,02,AK,ALASKA,188,NORTHWEST ARCTIC BOROUGH,39960,67.726893,-164.535573
160768,02201100600000,0240840,CITY OF KOBUK,02,AK,ALASKA,188,NORTHWEST ARCTIC BOROUGH,40840,66.923402,-156.904071
160769,02201100700000,0241830,CITY OF KOTZEBUE,02,AK,ALASKA,188,NORTHWEST ARCTIC BOROUGH,41830,66.877089,-162.503478
122715,02201100800000,0255140,CITY OF NOORVIK,02,AK,ALASKA,188,NORTHWEST ARCTIC BOROUGH,55140,66.82821,-161.034669
100219,02201100900000,0268230,CITY OF SELAWIK,02,AK,ALASKA,188,NORTHWEST ARCTIC BOROUGH,68230,66.59209,-160.002225
160770,02201101000000,0270100,CITY OF SHUNGNAK,02,AK,ALASKA,188,NORTHWEST ARCTIC BOROUGH,70100,66.880505,-157.149979
160799,02202200100000,0236770,CITY OF KAKE,02,AK,ALASKA,195,PETERSBURG BOROUGH,36770,56.97532,-133.903663
100230,02202200200000,0242160,CITY OF KUPREANOF,02,AK,ALASKA,195,PETERSBURG BOROUGH,42160,56.821295,-132.972152
207528,02202200400000,0262510,CITY OF PORT ALEXANDER,02,AK,ALASKA,195,PETERSBURG BOROUGH,62510,56.237593,-134.65275
100226,02201640100000,0216360,CITY OF COFFMAN COVE,02,AK,ALASKA,198,PRINCE OF WALES-HYDER CENSUS AREA,16360,56.001661,-132.841966
160785,02201600100000,0217740,CITY OF CRAIG,02,AK,ALASKA,198,PRINCE OF WALES-HYDER CENSUS AREA,17740,55.488746,-133.111568
244778,02201610100000,0220970,CITY OF EDNA BAY,02,AK,ALASKA,198,PRINCE OF WALES-HYDER CENSUS AREA,20970,55.967618,-133.692253
122724,02201600200000,0234460,CITY OF HYDABURG,02,AK,ALASKA,198,PRINCE OF WALES-HYDER CENSUS AREA,34460,55.205842,-132.820438
160786,02201600300000,0237650,CITY OF KASAAN,02,AK,ALASKA,198,PRINCE OF WALES-HYDER CENSUS AREA,37650,55.561145,-132.406834
193068,02201600400000,0240400,CITY OF KLAWOCK,02,AK,ALASKA,198,PRINCE OF WALES-HYDER CENSUS AREA,40400,55.556425,-133.08613
189582,02201660100000,0277140,CITY OF THORNE BAY,02,AK,ALASKA,198,PRINCE OF WALES-HYDER CENSUS AREA,77140,55.667027,-132.535653
247336,02201610200000,0284000,CITY OF WHALE PASS,02,AK,ALASKA,198,PRINCE OF WALES-HYDER CENSUS AREA,84000,56.082115,-133.067469
160787,02201700100000,0270540,CITY AND BOROUGH OF SITKA,02,AK,ALASKA,220,SITKA CITY AND BOROUGH,70540,57.193204,-135.367396
160791,02201900100000,0218620,CITY OF DELTA JUNCTION,02,AK,ALASKA,240,SOUTHEAST FAIRBANKS CENSUS AREA,18620,64.057347,-145.699997
160792,02201900200000,0220380,CITY OF EAGLE,02,AK,ALASKA,240,SOUTHEAST FAIRBANKS CENSUS AREA,20380,64.781256,-141.197829
239781,02203600100000,0286380,CITY AND BOROUGH OF WRANGELL,02,AK,ALASKA,275,WRANGELL CITY AND BOROUGH,86380,56.180779,-132.026788
100231,02202300100000,0201860,CITY OF ALLAKAKET,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,01860,66.542002,-152.583016
189583,02202300300000,0203880,CITY OF ANVIK,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,03880,62.631627,-160.215106
100233,02202340100000,0206630,CITY OF BETTLES,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,06630,66.906901,-151.537994
160801,02202300400000,0226760,CITY OF FORT YUKON,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,26760,66.588406,-145.227642
122730,02202300500000,0227530,CITY OF GALENA,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,27530,64.741422,-156.873394
160802,02202300600000,0230060,CITY OF GRAYLING,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,30060,62.896051,-160.112989
160803,02202300700000,0233030,CITY OF HOLY CROSS,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,33030,62.185115,-159.858776
184339,02202300800000,0233910,CITY OF HUGHES,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,33910,66.045217,-154.237627
122731,02202300900000,0234350,CITY OF HUSLIA,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,34350,65.705524,-156.310953
160804,02202301000000,0237430,CITY OF KALTAG,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,37430,64.314143,-158.778761
207529,02202301100000,0242050,CITY OF KOYUKUK,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,42050,64.902073,-157.693531
203928,02202301200000,0246010,CITY OF MCGRATH,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,46010,62.938875,-155.568422
201328,02202301300000,0253050,CITY OF NENANA,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,53050,64.536054,-149.083629
160805,02202301400000,0254150,CITY OF NIKOLAI,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,54150,62.999115,-154.374944
160806,02202301500000,0256350,CITY OF NULATO,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,56350,64.691283,-158.27535
137162,02202301600000,0265590,CITY OF RUBY,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,65590,64.72329,-155.50054
193070,02202301700000,0268670,CITY OF SHAGELUK,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,68670,62.661586,-159.551368
122732,02202301800000,0275160,CITY OF TANANA,02,AK,ALASKA,290,YUKON-KOYUKUK CENSUS AREA,75160,65.184004,-152.055102
160819,03200100200000,0462350,CITY OF ST JOHNS,04,AZ,ARIZONA,001,APACHE,62350,34.500368,-109.37691
122741,03200100100000,0420960,TOWN OF EAGAR,04,AZ,ARIZONA,001,APACHE,20960,34.10678,-109.301221
160820,03200100300000,0468990,TOWN OF SPRINGERVILLE,04,AZ,ARIZONA,001,APACHE,68990,34.171921,-109.306892
122742,03200200100000,0405770,CITY OF BENSON,04,AZ,ARIZONA,003,COCHISE,05770,31.914497,-110.328552
100245,03200200200000,0406260,CITY OF BISBEE,04,AZ,ARIZONA,003,COCHISE,06260,31.398036,-109.931834
160821,03200200300000,0420050,CITY OF DOUGLAS,04,AZ,ARIZONA,003,COCHISE,20050,31.399274,-109.541292
160822,03200200400000,0466820,CITY OF SIERRA VISTA,04,AZ,ARIZONA,003,COCHISE,66820,31.56541,-110.314508
160823,03200200500000,0474400,CITY OF TOMBSTONE,04,AZ,ARIZONA,003,COCHISE,74400,31.720772,-110.076701
160824,03200200600000,0483090,CITY OF WILLCOX,04,AZ,ARIZONA,003,COCHISE,83090,32.251804,-109.835698
122743,03200250100000,0434120,TOWN OF HUACHUCA CITY,04,AZ,ARIZONA,003,COCHISE,34120,31.630804,-110.342193
100246,03200300100000,0423620,CITY OF FLAGSTAFF,04,AZ,ARIZONA,005,COCONINO,23620,35.185212,-111.620698
160826,03200390100000,0451810,CITY OF PAGE,04,AZ,ARIZONA,005,COCONINO,51810,36.941815,-111.513283
160825,03200300200000,0483160,CITY OF WILLIAMS,04,AZ,ARIZONA,005,COCONINO,83160,35.24664,-112.183296
122744,03200300300000,0425720,TOWN OF FREDONIA,04,AZ,ARIZONA,005,COCONINO,25720,36.961626,-112.516363
224827,03200310100000,0477490,TOWN OF TUSAYAN,04,AZ,ARIZONA,005,COCONINO,77490,35.954961,-112.120195
160827,03200400100000,0428030,CITY OF GLOBE,04,AZ,ARIZONA,007,GILA,28030,33.393642,-110.741106
160828,03200450100000,0432020,TOWN OF HAYDEN,04,AZ,ARIZONA,007,GILA,32020,32.99495,-110.779898
100247,03200400200000,0446350,TOWN OF MIAMI,04,AZ,ARIZONA,007,GILA,46350,33.395065,-110.872382
193073,03200490100000,0453700,TOWN OF PAYSON,04,AZ,ARIZONA,007,GILA,53700,34.243841,-111.318964
216998,03200410100000,0469480,TOWN OF STAR VALLEY,04,AZ,ARIZONA,007,GILA,69480,34.254685,-111.220709
122745,03200400300000,0483790,TOWN OF WINKELMAN,04,AZ,ARIZONA,007,GILA,83790,32.981677,-110.761687
183710,03200500200000,0462000,CITY OF SAFFORD,04,AZ,ARIZONA,009,GRAHAM,62000,32.833298,-109.697418
100248,03200500100000,0455560,TOWN OF PIMA,04,AZ,ARIZONA,009,GRAHAM,55560,32.891886,-109.844268
207533,03200500300000,0473420,TOWN OF THATCHER,04,AZ,ARIZONA,009,GRAHAM,73420,32.812708,-109.766516
160829,03200600100000,0414380,TOWN OF CLIFTON,04,AZ,ARIZONA,011,GREENLEE,14380,33.02957,-109.284039
122746,03200600200000,0420750,TOWN OF DUNCAN,04,AZ,ARIZONA,011,GREENLEE,20750,32.749981,-109.0884
160853,03201560100000,0453070,TOWN OF PARKER,04,AZ,ARIZONA,012,LA PAZ,53070,34.034006,-114.228109
100256,03201540100000,0458010,TOWN OF QUARTZSITE,04,AZ,ARIZONA,012,LA PAZ,58010,33.667507,-114.217041
207534,03200700100000,0404720,CITY OF AVONDALE,04,AZ,ARIZONA,013,MARICOPA,04720,33.313236,-112.328928
100249,03200700300000,0412000,CITY OF CHANDLER,04,AZ,ARIZONA,013,MARICOPA,12000,33.282765,-111.851819
122747,03200700400000,0422220,CITY OF EL MIRAGE,04,AZ,ARIZONA,013,MARICOPA,22220,33.590224,-112.327102
207535,03200700600000,0427820,CITY OF GLENDALE,04,AZ,ARIZONA,013,MARICOPA,27820,33.533111,-112.189901
122748,03200700700000,0428380,CITY OF GOODYEAR,04,AZ,ARIZONA,013,MARICOPA,28380,33.254031,-112.366472
160834,03200740300000,0441330,CITY OF LITCHFIELD PARK,04,AZ,ARIZONA,013,MARICOPA,41330,33.501761,-112.35947
100250,03200700800000,0446000,CITY OF MESA,04,AZ,ARIZONA,013,MARICOPA,46000,33.400626,-111.716487
160832,03200700900000,0454050,CITY OF PEORIA,04,AZ,ARIZONA,013,MARICOPA,54050,33.786186,-112.308042
207536,03200701000000,0455000,CITY OF PHOENIX,04,AZ,ARIZONA,013,MARICOPA,55000,33.572154,-112.090132
189585,03200701100000,0465000,CITY OF SCOTTSDALE,04,AZ,ARIZONA,013,MARICOPA,65000,33.684272,-111.861448
100251,03200750200000,0471510,CITY OF SURPRISE,04,AZ,ARIZONA,013,MARICOPA,71510,33.670801,-112.452546
160833,03200701200000,0473000,CITY OF TEMPE,04,AZ,ARIZONA,013,MARICOPA,73000,33.388414,-111.931782
213143,03200701300000,0474190,CITY OF TOLLESON,04,AZ,ARIZONA,013,MARICOPA,74190,33.44837,-112.256012
160830,03200700200000,0407940,TOWN OF BUCKEYE,04,AZ,ARIZONA,013,MARICOPA,07940,33.431573,-112.641626
122749,03200740100000,0410180,TOWN OF CAREFREE,04,AZ,ARIZONA,013,MARICOPA,10180,33.823214,-111.913271
207537,03200740200000,0411300,TOWN OF CAVE CREEK,04,AZ,ARIZONA,013,MARICOPA,11300,33.836219,-111.982084
203930,03200740400000,0425300,TOWN OF FOUNTAIN HILLS,04,AZ,ARIZONA,013,MARICOPA,25300,33.607799,-111.738398
207539,03200770100000,0427050,TOWN OF GILA BEND,04,AZ,ARIZONA,013,MARICOPA,27050,32.966242,-112.715465
160831,03200700500000,0427400,TOWN OF GILBERT,04,AZ,ARIZONA,013,MARICOPA,27400,33.310345,-111.743121
122750,03200790100000,0430270,TOWN OF GUADALUPE,04,AZ,ARIZONA,013,MARICOPA,30270,33.366453,-111.963156
207538,03200750100000,0452930,TOWN OF PARADISE VALLEY,04,AZ,ARIZONA,013,MARICOPA,52930,33.552157,-111.96133
137165,03200740500000,0458150,TOWN OF QUEEN CREEK,04,AZ,ARIZONA,013,MARICOPA,58150,33.239425,-111.613319
201330,03200701400000,0482740,TOWN OF WICKENBURG,04,AZ,ARIZONA,013,MARICOPA,82740,33.994799,-112.758908
160835,03200750300000,0485400,TOWN OF YOUNGTOWN,04,AZ,ARIZONA,013,MARICOPA,85400,33.584969,-112.304916
160836,03200840100000,0408220,CITY OF BULLHEAD CITY,04,AZ,ARIZONA,015,MOHAVE,08220,35.127371,-114.55599
100252,03200800100000,0437620,CITY OF KINGMAN,04,AZ,ARIZONA,015,MOHAVE,37620,35.216992,-114.010529
160837,03200860100000,0439370,CITY OF LAKE HAVASU CITY,04,AZ,ARIZONA,015,MOHAVE,39370,34.499809,-114.310943
122751,03200840200000,0414870,TOWN OF COLORADO CITY,04,AZ,ARIZONA,015,MOHAVE,14870,36.970109,-112.985312
160838,03200900100000,0433280,CITY OF HOLBROOK,04,AZ,ARIZONA,017,NAVAJO,33280,34.904624,-110.16721
193074,03200900200000,0466470,CITY OF SHOW LOW,04,AZ,ARIZONA,017,NAVAJO,66470,34.265053,-110.038321
201331,03200900400000,0483930,CITY OF WINSLOW,04,AZ,ARIZONA,017,NAVAJO,83930,35.024236,-110.709331
207540,03200940100000,0455980,TOWN OF PINETOP-LAKESIDE,04,AZ,ARIZONA,017,NAVAJO,55980,34.148424,-109.965998
203931,03200900300000,0467800,TOWN OF SNOWFLAKE,04,AZ,ARIZONA,017,NAVAJO,67800,34.521459,-110.091182
160839,03200980100000,0472420,TOWN OF TAYLOR,04,AZ,ARIZONA,017,NAVAJO,72420,34.442748,-110.098534
122752,03201000100000,0468850,CITY OF SOUTH TUCSON,04,AZ,ARIZONA,019,PIMA,68850,32.195474,-110.969154
160840,03201000200000,0477000,CITY OF TUCSON,04,AZ,ARIZONA,019,PIMA,77000,32.153036,-110.870773
160841,03201090200000,0444270,TOWN OF MARANA,04,AZ,ARIZONA,019,PIMA,44270,32.465939,-111.135401
183703,03201090100000,0451600,TOWN OF ORO VALLEY,04,AZ,ARIZONA,019,PIMA,51600,32.420713,-110.977
